word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
hippocratic,hippocratic.a.01,Hippocratic,of or relating to Hippocrates or the school of medicine that took his name,[],{'Hippocratic'},set(),0.8571428571428571,0.9090909090909091
hipster,hippie.n.01,hippie,someone who rejects the established culture; advocates extreme liberalism in politics and lifestyle,[],"{'hipster', 'flower_child', 'hippy', 'hippie'}",set(),0.8571428571428571,0.9090909090909091
hit,hit.n.01,hit,(baseball) a successful stroke in an athletic contest (especially in baseball),"[""he came all the way around on Williams' hit""]","{'tally', 'striking', 'bang', 'murder', 'remove', 'come_to', 'gain', 'slay', 'smasher', 'collide_with', 'run_into', 'pip', 'attain', 'off', 'reach', 'score', 'dispatch', 'collision', 'shoot', 'polish_off', 'hitting', 'strike', 'smash', 'rack_up', 'impinge_on', 'bump_off', 'stumble', 'make', 'arrive_at', 'hit'}",{'miss'},0.8571428571428571,0.9090909090909091
hitch,enlistment.n.01,enlistment,a period of time spent in military service,[],"{'tour_of_duty', 'incumbrance', 'jerk', 'hindrance', 'duty_tour', 'buck', 'arrest', 'hang-up', 'preventative', 'term_of_enlistment', 'hobble', 'hinderance', 'halt', 'check', 'stop', 'preventive', 'interference', 'catch', 'stay', 'limp', 'hitch', 'hitchhike', 'gimp', 'encumbrance', 'thumb', 'enlistment', 'snag', 'tour', 'rub', 'stoppage'}",{'unhitch'},0.8571428571428571,0.9090909090909091
hitched,hitch.v.01,hitch,to hook or entangle,['One foot caught in the stirrup'],"{'thumb', 'hobble', 'jerk', 'catch', 'limp', 'hitch', 'hitchhike', 'gimp', 'buck'}",{'unhitch'},0.8571428571428571,0.9090909090909091
ho-ho,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hobby,avocation.n.01,avocation,an auxiliary activity,[],"{'spare-time_activity', 'hobby', 'Falco_subbuteo', 'rocking_horse', 'by-line', 'avocation', 'pursuit', 'hobbyhorse', 'sideline'}",set(),0.8571428571428571,0.9090909090909091
hobnob,hobnob.v.01,hobnob,rub elbows with,['He hobnobs with the best of society'],{'hobnob'},set(),0.8571428571428571,0.9090909090909091
hoedown,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hold,clasp.n.02,clasp,the act of grasping,"['he released his clasp on my arm', 'he has a strong grip for an old man', 'she kept a firm hold on the railing']","{'hold', 'sustain', 'agree', 'hold_up', 'have_got', 'bind', 'view_as', 'entertain', 'keep_back', 'defy', 'go_for', 'have', 'arrest', 'admit', 'obligate', 'harbor', 'adjudge', 'clasp', 'concord', 'handgrip', 'hold_back', 'postponement', 'moderate', 'retain', 'nurse', 'prevail', 'cargo_hold', 'curb', 'halt', 'maintain', 'wait', 'check', 'accommodate', 'withstand', 'confine', 'grip', 'detention', 'reserve', 'storage_area', 'apply', 'cargo_deck', 'oblige', 'support', 'guard', 'bear', 'take_for', 'take_hold', 'throw', 'take', 'custody', 'keep', 'appreciation', 'concur', 'delay', 'clutch', 'give', 'book', 'handle', 'time_lag', 'grasp', 'defend', 'control', 'cargo_area', 'clutches', 'hold_in', 'deem', 'harbour', 'restrain', 'declare', 'obtain', 'make', 'detainment', 'clench', 'carry', 'contain'}","{'let_go_of', 'disagree'}",0.8571428571428571,0.9090909090909091
hole-in-one,,,,,set(),set(),0.8571428571428571,0.9090909090909091
holiness,holiness.n.01,holiness,the quality of being holy,[],"{'sanctitude', 'holiness', 'sanctity'}",{'unholiness'},0.8571428571428571,0.9090909090909091
holy,holy_place.n.01,holy_place,a sacred place of pilgrimage,[],"{'sanctum', 'holy', 'holy_place'}",{'unholy'},0.8571428571428571,0.9090909090909091
homage,court.n.11,court,respectful deference,['pay court to the emperor'],"{'homage', 'court'}",set(),0.8571428571428571,0.9090909090909091
home,home.n.01,home,where you live at a particular time,"['deliver the package to my home', ""he doesn't have a home to go to"", 'your place or mine?']","{'dwelling', 'home_base', 'base', 'menage', 'national', 'domicile', 'habitation', 'internal', 'household', 'home_plate', 'house', 'interior', 'home', 'nursing_home', 'abode', 'rest_home', 'plate', 'family', 'dwelling_house', 'place'}",{'away'},0.8571428571428571,0.9090909090909091
homely,homely.s.01,homely,lacking in physical beauty or proportion,"['a homely child', 'several of the buildings were downright homely', 'a plain girl with a freckled face']","{'homey', 'homy', 'plain', 'homelike', 'homely'}",set(),0.8571428571428571,0.9090909090909091
homey,homelike.s.01,homelike,having a feeling of home; cozy and comfortable,"['the homely everyday atmosphere', 'a homey little inn']","{'homelike', 'homey', 'homy', 'homely'}",set(),0.8571428571428571,0.9090909090909091
homie,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hone,hone.n.01,hone,a whetstone made of fine gritstone; used for sharpening razors,[],"{'perfect', 'hone'}",set(),0.8571428571428571,0.9090909090909091
honest,honest.a.01,honest,not disposed to cheat or defraud; not deceptive or fraudulent,"['honest lawyers', 'honest reporting']","{'honest', 'reliable', 'honorable', 'true', 'dependable', 'good', 'fair'}",{'dishonest'},0.8571428571428571,0.9090909090909091
honest-to-goodness,honest-to-god.s.01,honest-to-god,(used informally especially for emphasis),"['a real honest-to-god live cowboy', 'had us a high old time', 'went upriver to look at a sure-enough fish wheel']","{'old', 'sure-enough', 'honest-to-goodness', 'honest-to-god'}",set(),0.8571428571428571,0.9090909090909091
honestly,honestly.r.01,honestly,(used as intensives reflecting the speaker's attitude) it is sincerely the case that,"[""honestly, I don't believe it"", ""candidly, I think she doesn't have a conscience"", ""frankly, my dear, I don't give a damn""]","{'frankly', 'aboveboard', 'honestly', 'candidly'}",{'dishonestly'},0.8571428571428571,0.9090909090909091
honesty,honesty.n.01,honesty,the quality of being honest,[],"{'Lunaria_annua', 'honesty', 'silver_dollar', 'satinpod', 'money_plant', 'honestness', 'satin_flower'}",{'dishonesty'},0.8571428571428571,0.9090909090909091
honey,honey.n.01,honey,a sweet yellow liquid produced by bees,[],"{'dearest', 'beloved', 'honey', 'love', 'dear'}",set(),0.8571428571428571,0.9090909090909091
honeybun,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honeyed,honey.v.01,honey,sweeten with honey,[],"{'honied', 'mellifluous', 'honeyed', 'honey', 'dulcet', 'syrupy', 'sweet', 'mellisonant'}",set(),0.8571428571428571,0.9090909090909091
honeymoon,honeymoon.n.01,honeymoon,a holiday taken by a newly married couple,[],{'honeymoon'},set(),0.8571428571428571,0.9090909090909091
honeypot,honeypot.n.01,honeypot,South African shrub whose flowers when open are cup-shaped resembling artichokes,[],"{'king_protea', 'Protea_cynaroides', 'honeypot'}",set(),0.8571428571428571,0.9090909090909091
hongi,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honora,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honorand,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honorary,honorary.s.01,honorary,given as an honor without the normal duties,['an honorary degree'],{'honorary'},set(),0.8571428571428571,0.9090909090909091
honoree,honoree.n.01,honoree,a recipient of honors in recognition of noteworthy accomplishments,[],{'honoree'},set(),0.8571428571428571,0.9090909090909091
honorific,honorific.n.01,honorific,an expression of respect,['the Japanese use many honorifics'],{'honorific'},set(),0.8571428571428571,0.9090909090909091
honoris-causa,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honour,honor.n.02,honor,the state of being honored,[],"{'reward', 'respect', 'accolade', 'laurels', 'purity', 'honour', 'abide_by', 'honor', 'pureness', 'observe', 'award'}","{'disrespect', 'dishonor'}",0.8571428571428571,0.9090909090909091
honourable,honorable.a.02,honorable,worthy of being honored; entitled to honor and respect,"['an honorable man', 'led an honorable life', 'honorable service to his country']","{'honorable', 'honourable', 'ethical'}",{'dishonorable'},0.8571428571428571,0.9090909090909091
honourable-mention,,,,,set(),set(),0.8571428571428571,0.9090909090909091
honoured,honor.v.01,honor,bestow honor or rewards upon,"['Today we honor our soldiers', 'The scout was rewarded for courageous action']","{'reward', 'respect', 'abide_by', 'honour', 'honor', 'observe'}","{'disrespect', 'dishonor'}",0.8571428571428571,0.9090909090909091
honouring,honor.v.01,honor,bestow honor or rewards upon,"['Today we honor our soldiers', 'The scout was rewarded for courageous action']","{'reward', 'respect', 'abide_by', 'honour', 'honor', 'observe'}","{'disrespect', 'dishonor'}",0.8571428571428571,0.9090909090909091
honours-list,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hooray,hurrah.n.01,hurrah,a victory cheer,"[""let's give the team a big hurrah""]","{'hooray', 'hurrah'}",set(),0.8571428571428571,0.9090909090909091
hoot,hoot.n.01,hoot,a loud raucous cry (as of an owl),[],"{'Bronx_cheer', 'raspberry', 'darn', ""tinker's_dam"", 'shucks', 'razz', 'snort', 'bird', 'shit', 'razzing', 'damn', 'boo', 'red_cent', 'hiss', 'hoot', ""tinker's_damn""}",set(),0.8571428571428571,0.9090909090909091
hootenanny,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hope,hope.n.01,hope,a specific instance of feeling hopeful,['it revived their hope of winning the pennant'],"{'Leslie_Townes_Hope', 'hope', 'Hope', 'Bob_Hope', 'go_for', 'desire', 'promise', 'trust'}",{'despair'},0.8571428571428571,0.9090909090909091
hope-chest,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hopeful,aspirant.n.01,aspirant,an ambitious and aspiring young person,"['a lofty aspirant', 'two executive hopefuls joined the firm', 'the audience was full of Madonna wannabes']","{'wannabee', 'aspirant', 'promising', 'aspirer', 'hopeful', 'bright', 'wannabe'}",{'hopeless'},0.8571428571428571,0.9090909090909091
hopefully,hopefully.r.01,hopefully,with hope; in a hopeful manner,['we searched hopefully for a good position'],{'hopefully'},{'hopelessly'},0.8571428571428571,0.9090909090909091
hopefulness,hopefulness.n.01,hopefulness,full of hope,[],{'hopefulness'},{'hopelessness'},0.8571428571428571,0.9090909090909091
horse-sense,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hortative,exhortative.s.01,exhortative,giving strong encouragement,[],"{'hortatory', 'exhortative', 'exhortatory', 'hortative'}",set(),0.8571428571428571,0.9090909090909091
hosanna,hosanna.n.01,hosanna,a cry of praise or adoration (to God),[],{'hosanna'},set(),0.8571428571428571,0.9090909090909091
hospitable,hospitable.a.01,hospitable,favorable to life and growth,"['soil sufficiently hospitable for forest growth', 'a hospitable environment']",{'hospitable'},{'inhospitable'},0.8571428571428571,0.9090909090909091
hospitality,cordial_reception.n.01,cordial_reception,kindness in welcoming guests or strangers,[],"{'hospitality', 'cordial_reception'}",{'inhospitality'},0.8571428571428571,0.9090909090909091
host,host.n.01,host,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there,[],"{'emcee', 'legion', 'Host', 'host', 'master_of_ceremonies', 'boniface', 'server', 'innkeeper', 'horde'}",{'parasite'},0.8571428571428571,0.9090909090909091
hot,hot.a.01,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,"['hot stove', 'hot water', 'a hot August day', 'a hot stuffy room', ""she's hot and tired"", 'a hot forehead']","{'spicy', 'raging', 'hot', 'blistering', 'red-hot', 'live'}",{'cold'},0.8571428571428571,0.9090909090909091
hot-blooded,hot-blooded.s.01,hot-blooded,prone to emotion,['hot-blooded Latin-Americans'],{'hot-blooded'},set(),0.8571428571428571,0.9090909090909091
hot-gospel,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hot-stuff,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hot-ticket,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hotcake,pancake.n.01,pancake,a flat cake of thin batter fried on both sides on a griddle,[],"{'flapjack', 'flannel_cake', 'griddlecake', 'flapcake', 'battercake', 'hot_cake', 'flannel-cake', 'hotcake', 'pancake'}",set(),0.8571428571428571,0.9090909090909091
hotcakes,pancake.n.01,pancake,a flat cake of thin batter fried on both sides on a griddle,[],"{'flapjack', 'flannel_cake', 'griddlecake', 'flapcake', 'battercake', 'hot_cake', 'flannel-cake', 'hotcake', 'pancake'}",set(),0.8571428571428571,0.9090909090909091
hotshot,ace.n.03,ace,someone who is dazzlingly skilled in any field,[],"{'virtuoso', 'superstar', 'genius', 'star', 'mavin', 'sensation', 'ace', 'adept', 'wiz', 'whiz', 'hotshot', 'whizz', 'champion', 'maven', 'wizard'}",set(),0.8571428571428571,0.9090909090909091
hottest,hot.a.01,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,"['hot stove', 'hot water', 'a hot August day', 'a hot stuffy room', ""she's hot and tired"", 'a hot forehead']","{'spicy', 'raging', 'hot', 'blistering', 'red-hot', 'live'}",{'cold'},0.8571428571428571,0.9090909090909091
hottie,,,,,set(),set(),0.8571428571428571,0.9090909090909091
house-warming,,,,,set(),set(),0.8571428571428571,0.9090909090909091
how,,,,,set(),set(),0.8571428571428571,0.9090909090909091
howdy,hello.n.01,hello,an expression of greeting,['every morning they exchanged polite hellos'],"{'how-do-you-do', 'hi', 'hello', 'howdy', 'hullo'}",set(),0.8571428571428571,0.9090909090909091
howl,howl.n.01,howl,a long loud emotional utterance,"['he gave a howl of pain', 'howls of laughter', 'their howling had no effect']","{'wail', 'wrawl', 'yaup', 'howl', 'ululate', 'roar', 'yowl', 'howling', 'yammer', 'ululation', 'yawl'}",set(),0.8571428571428571,0.9090909090909091
howling,howl.n.01,howl,a long loud emotional utterance,"['he gave a howl of pain', 'howls of laughter', 'their howling had no effect']","{'wrawl', 'howl', 'roar', 'terrific', 'fantastic', 'ululation', 'yawl', 'wail', 'tremendous', 'ululate', 'grand', 'rattling', 'wonderful', 'yowl', 'marvelous', 'wondrous', 'yaup', 'howling', 'yammer', 'marvellous'}",set(),0.8571428571428571,0.9090909090909091
hubba-hubba,,,,,set(),set(),0.8571428571428571,0.9090909090909091
hug,hug.n.01,hug,a tight or amorous embrace,['come here and give me a big hug'],"{'clinch', 'squeeze', 'bosom', 'hug', 'embrace'}",set(),0.8571428571428571,0.9090909090909091
huge,huge.s.01,huge,unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge,"['huge government spending', 'huge country estates', 'huge popular demand for higher education', 'a huge wave', 'the Los Angeles aqueduct winds like an immense snake along the base of the mountains', 'immense numbers of birds', 'at vast (or immense) expense', 'the vast reaches of outer space', 'the vast accumulation of knowledge...which we call civilization']","{'vast', 'immense', 'huge', 'Brobdingnagian'}",set(),0.8571428571428571,0.9090909090909091
huggable,,,,,set(),set(),0.8571428571428571,0.9090909090909091
human,homo.n.02,homo,"any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",[],"{'homo', 'human_being', 'human', 'man'}",{'nonhuman'},0.8571428571428571,0.9090909090909091
